DEPART;Latitude;Longitude;Elevation (m);Surface Temperature (C);Moho Depth (m);Magnetic Anomaly (nT);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Right-lateral Fault;Normal Fault;Active Fault;Curie Depth (Km);Vertical Gravity Gradient (E);Free Air Anomaly (mGal);Bouguer Anomaly (mGal);Apparent Geothermal Gradient (C/Km)
CESAR;8.054189;-73.746694;40.8432;27.995784;37369.27804;19.9943;10864.73252;42305.15185;35379.55653;70127.88725;13796.62027;129745.7325;17540.04416;32;-49;-82.05002;-99.23386357;23.30698972
CESAR;8.039972;-73.739189;40.8432;27.995784;37370.62943;19.9943;12123.45113;41249.52852;36112.49028;71774.21572;14363.13819;128413.8737;18349.69313;32;-54.53125;-100.725006;-102.9398309;19.94149487
CESAR;8.032672;-73.737483;41.148;27.99426;37379.44234;19.9943;12578.58691;40617.01815;36654.02918;72442.63209;14492.53233;127676.245;18118.31133;32;-54.53125;-100.725006;-105.8267718;18.19714117
CESAR;8.024803;-73.743047;41.4528;27.992736;37415.1884;19.8341;12266.48678;39562.00679;37718.7176;72555.07922;13867.26582;126683.1674;17174.31195;32;-54.53125;-100.725006;-105.8267718;20.87902007
CESAR;8.019664;-73.730281;42.0624;27.989688;37382.2804;19.8341;10947.73783;39731.95311;37390.8527;73986.07817;15293.72702;126479.7906;18216.30549;32;-54.53125;-100.725006;-107.9920431;18.05631659
CESAR;8.017928;-73.726853;38.7096;28.006452;37375.49014;19.8341;10570.56868;39753.27039;37345.9633;74396.84636;15682.14694;126390.1665;18492.61253;32;-54.53125;-100.725006;-107.9920431;19.2508758
BOLÍVAR;9.300706;-74.535994;19.812;28.10094;37669.72357;-28.5933;75916.91478;85762.08671;66511.97624;98634.09195;69182.86699;270142.7776;91804.96645;20;-5.5625;-56.950012;-53.14004505;24.3495131
BOLÍVAR;10.205514;-75.623989;96.012;27.71994;29537.7711;-46.4291;19176.67331;40370.36608;16507.10162;246038.9935;53480.59273;404770.2603;43434.76556;12;25.25;-8.450012;-6.631670063;21.27963889
BOYACÁ;6.195122;-74.451917;175.8696;27.320652;37750.96965;31.6878;21126.73301;24397.26263;13051.71742;47814.00138;27529.48981;92691.94209;15201.5323;32;-35.59375;-81.875;-91.07789512;19.72662442
SANTANDER;7.112383;-73.578531;117.9576;27.610212;41996.29305;26.9021;10044.04979;9055.851752;6153.750077;127532.473;53588.74257;53463.81565;23132.05366;36;-56.875;-127.725006;-141.0727989;19.1599774
CUNDINAMARCA;4.833444;-74.741944;256.3368;26.918316;43146.33471;28.6974;4985.794322;42608.74282;3269.224338;44642.36903;14808.69521;158592.9146;663.1996939;32;-147.46875;-120.20001;-149.7960469;18.07482777
SANTANDER;7.127364;-73.873467;75.8952;27.820524;42295.03024;29.678;22681.99636;33129.393;16878.81382;101627.7168;23603.34339;28665.46217;21714.54374;36;-32.0625;-115.899994;-118.6243332;17.14034127
SANTANDER;6.489972;-74.384625;109.1184;27.654408;37392.29317;30.4576;14198.85563;29787.91115;24448.73244;52091.82821;27428.94872;61805.64005;9063.263144;34;-13.59375;-51.149994;-69.5174825;19.48985237
SUCRE;9.260822;-75.290158;149.352;27.45324;33169.1463;-4.1414;35120.89292;45989.52427;28422.25776;142090.6766;22460.00791;295046.3587;31242.26466;18;21.59375;5.549988;-1.775682907;18.10405933
CUNDINAMARCA;4.781961;-74.570578;1932;18.54;44600.89359;15.6225;10383.38892;23618.34757;2358.351629;61944.57286;9023.199446;173645.1496;18510.13406;32;17;3.850006;-210.6658048;18.55110551
BOYACÁ;5.773514;-72.856186;2543.2512;15.483744;41688.28503;-23.5547;1504.133506;8400.496062;3034.3953;45802.8782;54333.96223;180127.6059;48537.85063;38;-202.28125;221.15;-142.2175967;37.2920072
SANTANDER;7.483973;-73.403262;154.2288;27.428856;41093.50118;22.6111;6539.774255;22373.76121;1433.12261;126639.2909;55819.65832;92830.15829;20581.42867;36;-69.53125;-118.899994;-132.996705;22.99498057
SANTANDER;7.478847;-73.410619;133.5024;27.532488;41050.69998;22.6111;7527.300193;23173.57349;1319.133083;126022.589;56668.82661;91849.23954;21510.28851;36;-74.53125;-118.899994;-135.2298907;17.02084906
SANTANDER;7.484622;-73.410725;146.6088;27.466956;41012.80351;22.6111;7231.248765;22959.01193;1805.924792;125828.8295;56637.28696;92276.7335;21360.48083;36;-69.53125;-118.899994;-132.996705;18.56077124
SANTANDER;7.475219;-73.40935;126.1872;27.569064;41086.18692;22.6111;7474.715792;22997.96275;976.88734;126272.8072;56560.01311;91679.4953;21475.99599;36;-74.53125;-118.899994;-135.2298907;21.15698635
SANTANDER;7.492242;-73.410364;157.2768;27.413616;40966.93264;22.6111;6860.039615;22403.87705;2531.087876;125630.8013;56551.45274;92884.57101;21109.31438;36;-69.53125;-118.899994;-132.996705;19.74750642
SANTANDER;7.482178;-73.412922;133.1976;27.534012;41006.06458;22.6111;7569.936756;23317.8925;1755.15418;125673.3175;56498.36014;91914.91317;21663.34411;36;-74.53125;-118.899994;-135.2298907;17.87116276
SANTANDER;7.481753;-73.411364;136.2456;27.518772;41024.67281;22.6111;7439.976507;23215.22043;1601.2415;125851.5578;56674.07792;92008.27661;21508.78454;36;-74.53125;-118.899994;-135.2298907;20.48272601
SANTANDER;7.487175;-73.410792;152.0952;27.439524;40995.61145;22.6111;7116.767358;22787.23853;2049.047942;125741.9786;56627.85529;92464.87882;21296.40549;36;-69.53125;-118.899994;-132.996705;22.64961873
SANTANDER;7.479717;-73.40675;114.3;27.6285;41084.5091;22.6111;7112.570325;22758.43295;1111.938177;126404.0215;56235.87779;92227.83819;21072.74388;36;-74.53125;-118.899994;-135.2298907;22.3680307
SANTANDER;7.485386;-73.408064;154.2288;27.428856;41035.2166;22.6111;6930.832037;22678.37215;1734.606023;126086.6656;56338.91621;92548.80151;21054.93108;36;-69.53125;-118.899994;-132.996705;20.90159925
SANTANDER;7.467947;-73.408511;123.444;27.58278;41138.72972;22.3907;7573.495512;22853.8281;850.1274089;126597.4268;56538.23889;91204.89784;21602.88775;36;-74.53125;-118.899994;-135.2298907;19.21441686
SANTANDER;7.477842;-73.405792;131.064;27.54468;41105.85743;22.6111;7038.890395;22632.46804;880.0112221;126564.8629;56145.76804;92164.92521;21022.72702;36;-74.53125;-118.899994;-135.2298907;19.2309579
SANTANDER;7.473283;-73.4086;114.9096;27.625452;41105.62064;22.3907;7435.779344;22898.90918;818.6251258;126414.4019;56495.15828;91595.5183;21451.50469;36;-74.53125;-118.899994;-135.2298907;32.66609821
SANTANDER;7.483008;-73.411114;127.1016;27.564492;41019.19163;22.6111;7350.521277;23105.44669;1688.175956;125838.3893;56688.26902;92123.2863;21447.06449;36;-74.53125;-118.899994;-135.2298907;21.56112518
SANTANDER;7.479039;-73.408364;124.3584;27.578208;41072.36162;22.6111;7301.386875;22927.99074;1156.629561;126254.8696;56419.01906;92046.15285;21264.06154;36;-74.53125;-118.899994;-135.2298907;21.83296581
SANTANDER;7.480789;-73.401178;147.5232;27.462384;41134.54611;22.6111;6490.452753;22159.83637;1068.363903;126959.6707;55613.90786;92760.46311;20447.656;36;-74.53125;-118.899994;-135.2298907;20.15462093
SANTANDER;7.471456;-73.408117;115.824;27.62088;41121.55637;22.3907;7429.464554;22831.91819;730.9364217;126524.5415;56459.45841;91498.40682;21454.4862;36;-74.53125;-118.899994;-135.2298907;29.55843687
SANTANDER;7.493158;-73.408014;153.924;27.43038;40985.34577;22.6111;6581.60837;22136.7224;2499.834442;125852.0611;56287.62894;93142.41337;20832.74745;36;-69.53125;-118.899994;-132.996705;18.51346781
SANTANDER;7.462414;-73.408131;129.54;27.5523;41174.8932;22.3907;7731.60436;22791.36085;1210.614491;126820.1224;56557.79418;90825.75282;21730.63205;36;-74.53125;-118.899994;-139.825448;28.95116616
SANTANDER;7.482208;-73.407292;140.5128;27.497436;41063.34422;22.6111;7022.645046;22838.72924;1381.379332;126268.0109;56276.37414;92371.3167;21061.13792;36;-74.53125;-118.899994;-135.2298907;30.07349851
BOLÍVAR;9.231425;-74.556922;19.5072;28.102464;37347.38037;-28.2385;71438.83897;88082.70028;60378.56111;92309.73815;67203.29276;263168.2026;84627.54152;20;-4.1875;-45.725006;-44.04337557;24.23776444
BOLÍVAR;9.21465;-74.587758;17.0688;28.114656;37255.83459;-22.2435;72417.50715;87086.4842;60294.85394;91976.88763;69413.40339;262152.8872;83513.78095;20;-11.90625;-45.725006;-45.05642863;21.21591959
BOLÍVAR;9.218033;-74.584131;17.0688;28.114656;37270.24199;-22.2435;72403.62465;87406.41353;60428.4544;92149.38726;69212.88858;262421.002;83788.28168;20;-8.625;-45.725006;-45.7885021;21.89794277
BOLÍVAR;9.224839;-74.574153;20.1168;28.099416;37304.05955;-29.3196;72185.50828;88023.20777;60574.48481;92385.86228;68557.02161;262894.1054;84286.58322;20;-4.1875;-45.725006;-45.20043684;23.28072243
BOLÍVAR;9.228336;-74.562744;19.812;28.10094;37329.87132;-28.2385;71615.03113;88275.98144;60351.55079;92242.52725;67613.12717;262980.8545;84413.30321;20;-4.1875;-45.725006;-44.04337557;23.73635992
BOLÍVAR;9.203231;-74.587808;17.6784;28.111608;37226.61125;-22.2435;71531.74587;85835.21506;59199.35602;90835.7416;68892.49285;260928.2195;82285.98305;20;-11.90625;-40.92502;-45.05642863;22.7595567
BOLÍVAR;9.208278;-74.583161;18.288;28.10856;37244.98165;-22.2435;71561.71468;86322.6099;59433.07541;91124.8807;68658.3772;261347.7141;82712.83272;20;-6.90625;-40.92502;-43.96348989;21.65633099
BOLÍVAR;9.216444;-74.576575;21.336;28.09332;37275.62972;-22.2435;71698.37627;87131.26895;59877.92853;91646.02149;68388.04595;262053.7662;83435.28186;20;-6.90625;-45.725006;-43.96348989;21.51449506
BOLÍVAR;9.199942;-74.592744;18.288;28.10856;37212.78618;-22.2435;71667.42143;85548.72902;59158.00776;90740.97346;69241.06878;260706.5882;82060.30591;20;-11.90625;-40.92502;-43.58253473;23.15687679
BOLÍVAR;9.220792;-74.5678;21.336;28.09332;37299.44101;-29.3196;71380.90433;87502.27711;59856.19226;91695.53366;67732.59757;262296.5222;83705.17511;20;-4.1875;-45.725006;-45.20043684;22.94019513
BOLÍVAR;9.216822;-74.576328;17.6784;28.111608;37277.03593;-22.2435;71709.56733;87169.63161;59901.98113;91673.03233;68381.71102;262088.0217;83470.31959;20;-4.1875;-45.725006;-45.20043684;22.94906631
BOLÍVAR;9.232525;-74.562228;19.812;28.10094;37344.74183;-28.2385;71919.54351;88659.61311;60742.27671;92647.11889;67776.17335;263419.015;84857.02625;20;-4.1875;-45.725006;-44.04337557;24.37825158
BOLÍVAR;9.237792;-74.545033;19.5072;28.102464;37383.91003;-28.2385;71105.66241;86747.26323;60466.70789;92470.61827;66386.32642;263562.9731;85089.03405;20;3.125;-45.725006;-44.178092;22.186731
BOLÍVAR;9.211719;-74.571933;18.288;28.10856;37267.7396;-29.3196;70968.06061;86553.85176;59176.705;90960.52031;67702.31785;261426.1018;82816.48679;20;-6.90625;-45.725006;-43.96348989;23.06207328
BOLÍVAR;9.236211;-74.55585;19.5072;28.102464;37365.60891;-28.2385;71755.6878;87941.95624;60805.83648;92753.91389;67347.51379;263657.3693;85126.14266;20;-4.1875;-45.725006;-45.38628379;22.07885901
BOLÍVAR;9.196169;-74.597975;16.4592;28.117704;37197.87514;-22.2435;71795.59539;85218.09439;59094.85456;90617.04311;69602.76189;260442.4855;81795.3563;20;-11.90625;-40.92502;-43.58253473;23.46550341
BOLÍVAR;9.233342;-74.567828;19.5072;28.102464;37340.29875;-28.2385;72400.67706;88883.13778;61096.0679;92971.04194;68363.68421;263647.9113;85065.80035;20;-4.1875;-45.725006;-46.39933684;20.75336093
BOLÍVAR;9.210414;-74.584356;14.0208;28.129896;37249.04408;-22.2435;71821.70953;86573.60633;59703.37866;91394.4575;68876.68028;261608.4918;82972.58995;20;-11.90625;-45.725006;-45.05642863;23.22639011
BOLÍVAR;9.248233;-74.540561;21.9456;28.090272;37429.43887;-28.2385;71669.28103;86218.55803;61325.26521;93366.94761;66524.00304;264581.9833;86146.85262;20;3.125;-39.700012;-44.178092;23.22785748
BOLÍVAR;9.189358;-74.606556;20.4216;28.097892;37172.97093;-22.2435;71974.18256;84617.9577;58951.58005;90364.16104;70181.53451;259946.3067;81305.91754;20;-11.90625;-40.92502;-44.17655515;22.9573272
BOLÍVAR;9.196047;-74.567292;27.1272;28.064364;37231.34856;-29.3196;69372.61171;84774.93089;57407.74793;89170.03579;66510.23405;259621.4864;81014.78962;20;-6.90625;-40.92502;-42.62545515;20.52099282
BOLÍVAR;9.238514;-74.550572;20.1168;28.099416;37380.31938;-28.2385;71564.40476;87352.41102;60791.46991;92770.91094;66958.51627;263775.7691;85272.67139;20;-4.1875;-45.725006;-45.38628379;22.20728912
BOLÍVAR;9.108661;-74.556386;15.8496;28.120752;37072.39946;-32.3364;61949.93886;75036.7377;48460.71348;79914.28276;61999.95215;249945.596;71316.13821;22;11.84375;-32.125;-29.6863021;23.18466377
BOLÍVAR;9.118547;-74.562319;18.8976;28.105512;37086.18974;-32.3364;63151.97625;76194.93718;49733.3471;81183.50932;62943.19296;251162.9855;72527.05885;22;3.25;-32.125;-31.35530421;25.01307221
BOLÍVAR;9.093069;-74.536558;17.0688;28.114656;37043.34087;-32.3364;59171.37119;73118.18745;45843.8245;77412.52029;59427.35805;247758.4141;69177.82072;22;16.625;-21.800018;-25.71129599;24.31620437
BOLÍVAR;9.080206;-74.513619;19.812;28.10094;37005.87879;-39.3768;56325.81513;71541.7406;43339.17107;75065.00963;56619.98228;245801.1923;67327.84271;22;15.90625;-21.800018;-21.20531031;22.81964966
BOLÍVAR;9.119539;-74.561325;16.1544;28.119228;37087.44678;-32.3364;63139.3444;76291.72919;49767.46463;81233.51142;62871.83993;251243.4359;72609.55671;20;3.25;-32.125;-31.35530421;20.829169
CASANARE;5.1048161;-72.1439013;185.6232;27.271884;37783.78791;33.0674;58771.16457;88403.10557;39181.94649;143523.9438;73993.92413;99457.78512;38143.02949;34;2;-43.575012;-64.90797301;25.45373573
TOLIMA;3.961594;-75.217383;126.492;27.56754;43844.1697;-40.078;806.3551961;70509.23672;113.2750293;22280.61953;15745.94196;140481.286;11876.11818;24;-92.5625;-75.07501;-142.3739115;24.36882055
SANTANDER;7.31963;-73.769108;95.7072;27.721464;41257.92157;40.9265;10882.13154;24968.2203;22738.09394;97279.3622;22876.07509;52785.17774;23809.61006;36;-34.3125;-124.524994;-133.7331968;20.70006519
SANTANDER;7.315169;-73.762664;110.6424;27.646788;41258.88869;40.9265;10047.28337;24102.50203;22099.21627;98144.15072;23741.62895;52744.81643;24564.06065;36;-21.21875;-124.524994;-130.6533417;20.46993855
BOYACÁ;5.989097;-74.432161;184.0992;27.279504;38751.22046;15.2975;33563.77184;39783.00748;10142.23332;43094.82834;41080.27388;111915.3447;14778.79907;32;-45.21875;-94.80002;-111.6104115;22.17289733
ANTIOQUIA;6.079089;-74.592103;136.5504;27.517248;37492.45607;30.7509;13576.13636;22115.32117;24990.19772;29089.5684;25814.68388;96823.00191;7445.196513;32;-0.03125;-35.725006;-48.78563175;24.53961563
HUILA;3.125181;-75.277019;404.4696;26.177652;45161.99801;-2.2954;6665.877762;31922.85111;12332.42684;20112.67118;30625.06549;161749.1479;13415.70338;30;-135.15625;-142.275;-188.9228176;24.12121104
HUILA;3.122977;-75.276194;420.624;26.09688;45159.56533;-3.417;6493.687981;31795.85497;12430.5056;19890.016;30426.54707;161902.4786;13580.14465;30;-135.15625;-137.82501;-188.9228176;23.1319421
HUILA;3.129172;-75.275067;393.192;26.23404;45153.86015;-2.2954;7157.689497;31779.10988;12550.05156;20586.53491;30654.87975;161841.8105;13481.18369;30;-135.15625;-142.275;-188.9228176;22.23466776
HUILA;3.126244;-75.283472;409.3464;26.153268;45185.77048;-2.2954;6480.178818;32649.83086;11613.63109;20111.42645;31309.68449;161026.2734;12698.0936;30;-145;-142.275;-185.0232483;24.47528495
HUILA;3.125353;-75.276669;404.4696;26.177652;45160.67025;-2.2954;6700.611854;31887.30206;12371.03727;20138.46139;30600.3973;161781.6102;13446.55257;30;-135.15625;-142.275;-188.9228176;27.36593848
HUILA;3.129214;-75.275417;390.144;26.24928;45155.0863;-2.2954;7144.203944;31818.2519;12511.23544;20583.83545;30690.87455;161803.045;13442.81226;30;-135.15625;-142.275;-188.9228176;24.53666047
HUILA;3.123103;-75.276058;405.9936;26.170032;45159.03337;-3.417;6513.19347;31782.92488;12445.12409;19906.54795;30420.04429;161913.3312;13590.05201;30;-135.15625;-137.82501;-188.9228176;22.5095673
HUILA;3.128622;-75.27415;396.8496;26.215752;45150.77398;-2.4715;7150.926156;31668.46087;12650.98316;20546.21112;30536.16881;161956.1681;13597.18209;30;-135.15625;-142.275;-188.9228176;21.94801069
BOYACÁ;5.879708;-74.487214;182.88;27.2856;38780.99503;11.0068;32359.02365;46927.11257;8679.652129;37480.82026;32512.2623;110469.4176;24823.40886;32;-16.96875;-78.07501;-89.84005869;18.8626439
BOYACÁ;5.898353;-74.489806;181.356;27.29322;38675.17392;11.0068;33327.212;44931.3676;10751.29434;36844.68385;32427.479;109810.9414;24089.15145;32;-37.8125;-78.07501;-92.28739133;19.56342905
ANTIOQUIA;6.401422;-76.826092;35.6616;28.021692;31648.02435;29.1668;14714.2167;54156.39049;47714.93661;120869.0038;34488.22953;154957.8638;24756.5137;22;-44.6875;-23.875;-30.84581051;16.76191744
CASANARE;4.8222444;-72.7956722;266.0904;26.869548;37698.03834;-22.7253;17994.22305;62348.47483;1997.220546;79172.03653;44605.55381;171070.6104;5390.546812;36;15.40625;-47.5;-70.67987383;20.28118107
CASANARE;5.022789;-72.718692;410.2608;26.148696;38667.78696;-12.5758;23365.56822;43737.56996;4213.482735;86389.92655;24169.76029;162031.5239;10134.18108;34;-55.59375;-49.399994;-90.25467444;22.31816093
CASANARE;5.014167;-72.703144;388.62;26.2569;38551.87565;-12.5758;23914.80423;45369.96391;2262.828169;88044.65646;25728.61843;160268.5145;8720.836238;34;-42.09375;-49.17502;-92.98697064;17.7852405
CASANARE;5.002844;-72.732461;479.7552;25.801224;38567.59443;-20.4019;22620.06104;45101.12019;4301.041468;84726.60503;25743.63203;163475.0977;9981.157422;34;-49.1875;-49.399994;-95.37590348;22.38373041
CASANARE;5.002922;-72.732658;479.7552;25.801224;38568.76424;-20.4019;22603.1129;45084.55964;4321.328683;84705.21789;25729.01905;163497.2042;9965.330992;34;-49.1875;-49.399994;-95.37590348;18.32847546
SANTANDER;6.325933;-74.357475;123.7488;27.581256;37932.9989;29.5443;18920.1979;29621.24569;15134.27343;53997.01689;30632.624;74922.52763;11282.41153;34;-41.375;-88.024994;-99.79891723;18.60787008
TOLIMA;4.5769;-74.834078;271;26.845;43073.49491;6.8331;2155.395828;48069.59203;2889.436639;60007.23428;37826.12875;179398.7845;14392.85534;30;-71.59375;-110.30002;-140.1997923;20.34972321
PUTUMAYO;0.607033;-76.702056;284.0736;26.779632;37465.88221;-10.9948;23942.68057;46930.27955;32470.00728;96493.3512;53624.32741;321618.8043;32599.75643;20;-10.125;-28.425018;-63.7993433;26.25967356
PUTUMAYO;0.611367;-76.696272;298.0944;26.709528;37442.73261;-10.9948;23941.79684;47385.48404;32389.34856;96929.33522;53250.94008;321133.984;32346.75937;20;-10.125;-28.425018;-63.36728813;27.00070307
CESAR;8.270956;-73.682786;60.0456;27.899772;36763.80641;22.4476;13818.48261;31259.24314;14905.96936;64370.08726;19793.29602;154705.4904;13681.86867;30;-40.53125;-56.149994;-61.84492103;25.91109318
SANTANDER;6.979167;-73.7825;0;28.2;42996.9659;23.5954;30596.41253;32568.52577;5800.378243;120446.4182;41773.1879;27174.93785;31270.33386;36;-24.0625;-107.375;-118.8192701;20.7152335
SANTANDER;6.948211;-73.757668;96.3168;27.718416;43162.27535;22.3842;27178.36051;33477.74237;1413.094303;124825.4285;46131.54586;29177.43454;27373.08902;36;-17.5625;-106.875;-117.7469069;20.24442452
SANTANDER;6.949645;-73.759683;102.4128;27.687936;43153.32324;22.3842;27448.81139;33479.66187;1676.437348;124558.3674;45861.97422;28978.46277;27638.92552;36;-17.5625;-106.875;-117.7469069;20.20593676
SANTANDER;6.95193;-73.757426;98.4504;27.707748;43146.88113;22.3842;27344.04918;33128.571;1744.211942;124539.1345;45860.66794;29261.49751;27504.49622;36;-24.0625;-106.875;-116.7393844;26.14030996
SANTANDER;6.952673;-73.752971;91.44;27.7428;43148.85034;22.3842;26948.68234;32774.56325;1649.71669;124810.7691;46155.18035;29760.54184;27083.42552;36;-24.0625;-106.875;-116.7393844;19.53906536
TOLIMA;3.926611;-74.868425;307.2384;26.663808;44405.31402;-52.4172;14601.77609;33991.03979;13652.60239;43065.6953;32693.35755;179297.7708;33208.00984;28;-83.78125;-95.30002;-151.0097595;37.19369274
ARAUCA;6.9195421;-71.2607058;146.9136;27.465432;37156.72416;-36.2366;94767.96131;85519.28997;61263.47677;257386.4654;88813.09841;217392.918;61327.71735;36;0.46875;-38.850006;-56.11218081;26.2001302
NORTE DE SANTANDER;7.689506;-73.539706;65.2272;27.873864;38888.08551;23.0483;15338.32402;33032.7822;20467.86275;107227.8539;42665.28909;100894.2585;26905.16227;36;-69;-123.07501;-133.133625;22.15195567
NORTE DE SANTANDER;7.6838;-73.579906;61.8744;27.890628;38686.33222;22.5281;11255.05111;36252.39988;24650.51082;102908.1127;38191.0248;98087.51201;30912.05655;36;-53.9375;-127.95001;-133.4858556;20.04716429
PUTUMAYO;0.541417;-76.478442;283.464;26.78268;35467.84373;-2.8592;47164.94096;72859.9907;50452.66187;119397.9038;68689.01103;329605.7521;50165.53939;22;-8.46875;-23.225006;-57.92058204;25.9660559
PUTUMAYO;0.541761;-76.465408;269.748;26.85126;35403.17893;-2.0268;48347.47749;74229.43372;51223.82859;119055.1482;69363.56894;329667.9758;51036.76448;22;-8.46875;-33.225006;-57.0566431;24.25072408
HUILA;2.916828;-75.376517;605;25.175;45769.89359;-4.9642;18620.73906;46329.03798;2700.468336;8105.510444;30720.81875;159205.9711;7166.842421;30;-117.15625;-105.375;-187.9850009;36.95208678
BOYACÁ;6.129861;-74.475131;156.972;27.41514;37884.90648;31.2743;22763.29605;25500.44478;14532.95124;43135.98277;31468.44342;100211.8228;16630.15467;32;-34.65625;-68.475006;-94.3745768;18.02336223
BOYACÁ;6.15555;-74.485183;146.6088;27.466956;37731.42042;31.2743;20850.05636;22972.94269;17159.64171;43593.78351;28489.69949;98344.31699;15995.85179;32;-40.25;-68.475006;-87.7953787;17.96571946
BOYACÁ;6.131028;-74.499758;142.3416;27.488292;37753.00453;31.2743;20122.53128;23282.42873;16900.802;40813.98949;29834.04109;101499.4663;15220.94008;32;-51.34375;-68.475006;-92.13386859;20.04431865
BOYACÁ;6.080836;-74.463317;158.496;27.40752;38151.02704;19.5043;25593.10023;29992.13354;10981.85405;42091.63064;36597.42838;104312.4015;14428.25097;32;-13.84375;-74.32501;-92.0017707;18.25709472
